101	2.82270249018
102	2.85690167576
103	3.7270328473
104	2.36857087975
105	2.55810443794
106	2.47343255542
107	3.81917197885
108	2.07756513499
109	2.49231166395
110	2.84172400318
111	2.58947560235
112	3.84881627543
113	2.64192771337
114	3.10626135102
115	2.70019471705
116	3.25940567451
117	3.47463357943
118	2.93698819066
119	3.47782064685
120	2.18755274601
121	3.84488412929
122	2.3111007268
123	2.02755888658
124	2.78675695758
125	3.56000881595
126	2.63538545061
127	2.01060996872
128	3.49970659889
129	2.45799285988
130	3.56547148756
131	3.69498943603
201	3.06155163374
202	3.62247342199
203	2.89682449299
204	3.89293778258
205	3.21292227979
206	3.64420240883
207	3.9994340241
208	2.90947222233
209	3.92310061028
210	2.16524586268
211	3.83521095557
212	3.44070452279
213	2.79880638375
214	2.99722709201
215	2.9911823548
216	2.43039451108
217	3.84678314523
218	2.23473626366
219	2.8526306412
220	2.41729118423
221	2.76466112544
222	3.1820781899
223	2.48488257459
224	3.26569637251
225	4.00189146455
226	2.03445156713
227	2.68150186522
228	3.55002431979
229	3.0871425939
230	3.09834642217
231	3.74335249031
301	2.76309958938
302	3.37533031618
303	2.76733879663
304	3.96085772979
305	3.72017445762
306	3.33954139983
307	3.47707117193
308	2.80223728999
309	3.21788474495
310	3.11740605759
311	3.15501065298
312	3.60098651008
313	3.78515758547
314	2.3501699732
315	2.82937451273
316	2.67996271291
317	3.60038278338
318	3.84314174333
319	2.24745314766
320	2.37122777798
321	3.13548167745
322	3.03327754868
323	3.29048820827
324	2.58610282169
325	3.37170871412
326	2.35992344895
327	3.37418670378
328	2.42011145204
329	3.82489217957
330	3.78270776237
331	3.51957085666
401	3.26532723515
402	3.63388882193
403	2.85468196381
404	2.01770346923
405	3.33457082567
406	2.38012897395
407	2.15797928962
408	3.34359089606
409	3.36093074696
410	2.25585315459
411	3.49763498017
412	2.05280548108
413	3.46822312338
414	2.3625084077
415	2.42703751181
416	3.47467545188
417	2.4752356369
418	2.1926757611
419	2.00226164663
420	3.60610893975
421	3.74107527044
422	2.89012777019
423	2.92465842801
424	3.29517082321
425	2.36967932479
426	3.26881748615
427	2.14740724022
428	3.33102484644
429	2.01858050791
430	2.04453898923
431	3.16394986528
501	2.44394488482
502	3.50656629062
503	3.87803294123
504	2.82091411704
505	2.56404872203
506	3.86592589184
507	2.21956801639
508	2.94689301108
509	4.00932388193
510	2.32384947779
511	2.87795140557
512	3.53958805024
513	2.9357680118
514	3.24391287203
